REGION,ISLAND.CODE,TOP_YMAX,BOTTOM_YMIN,LEFT_XMIN,RIGHT_XMAX,INCLUDED.ISLANDS
MHI,Hawaii,18.599999999999998,20.6,-154.5,-156.4,
MHI,Kauai,21.5,22.6,-158.9,-160.1,
MHI,Kaula,21.299999999999997,22,-160.20000000000002,-160.9,
MHI,Lanai,20.4,21.3,-156.5,-157.4,
MHI,Maui,20.2,21.400000000000002,-155.6,-157,
MHI,Molokai,20.7,21.6,-156.4,-157.7,
MHI,Niihau,21.4,22,-159.70000000000002,-160.6,
MHI,Oahu,20.9,22,-157.3,-158.6,
